job_id,resume_id,job_title,job_description,resume_category,resume_text,is_related
3905889074,79,social media intern,"Collegeboxes is looking for a Social Media Intern that will specialize in content creation. This position will work closely with the Director of Collegeboxes, the Program Manager of Collegeboxes, as well as with the U-Haul Social Media team and Digital Production team (video and photo) to create content specifically for college students and their parents. 
The ideal candidate is very active on social media and understands the needs of college students. 
This is an on site position 
Key Intern Responsibilities: Assist team with brainstorming social campaign & strategy Assist with the creation and distribution of content such as infographics, videos, and posts on social media Write copy for posts Track social media engagement to identify high-performing ideas and campaigns for scalability 
Skills & Qualifications:Formal education in digital communications or related field such as advertising, journalism, marketing, graphic design, etc.Good communication skills Experience with major socia",business analyst,"IT Skills: Area Exposure Modeling Tool: Bizagi, MS Visio Prototyping Tool: Indigo Studio. Documentation: MS Office (MS Word, MS Excel, MS Power Point) Testing Proficiency: Smoke, Sanity, Integration, Functional, Acceptance and UI Methodology implemented: Waterfall, Agile (Scrum) Database: SQL Testing Tool: HPQC Business Exposure Education Details 
 Bachelor Of Computer Engineering Computer Engineering Mumbai, Maharashtra Thadomal Shahani Engineering college
 Diploma Computer Engineering Ulhasnagar, Maharashtra Institute of Technology
 Secondary School Certificate  Ulhasnagar, Maharashtra New English High School
Senior Business Analyst - RPA 

Senior Business Analyst - RPA - Hexaware Technologies
Skill Details 
DOCUMENTATION- Exprience - 47 months
TESTING- Exprience - 29 months
INTEGRATION- Exprience - 25 months
INTEGRATOR- Exprience - 25 months
PROTOTYPE- Exprience - 13 monthsCompany Details 
company - Hexaware Technologies
description - Working as a RPA Business Analyst",0
3904725244,57,financial literacy coach (training & mentorship provided),"Teachers excel in financial services because they understand life’s most important lesson: the future is worth investing in. Let’s invest in yours.
Discover a career where your passion for teaching meets financial empowerment. As a financial professional, you will guide others to secure their financial future, just like you've guided students in the classroom.
Join Pacific Advisors as Financial Literacy Coach. We're seeking individuals who are energized by helping others and creating new avenues for expansion. Our distinctive approach empowers you to tailor your strategies to capitalize on emerging opportunities, all with the essential support structure in place.
Step into a role that centers around helping people have a good life for the rest of their life and your professional advancement. We're growing our team with people who share our values and commitment to progress. If you're prepared to leverage your skills to propel our business forward, discover how you can be part of a cult",civil engineer,"Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University
QA/QC Civil Engineer 

QA/QC Civil Engineer
Skill Details 
Company Details 
company - Ray Engineering Limited
description - Mumbai, India.
Consultancy: Jacobs Engineering India Limits. (United States Company)
Client: Glaxo Smith Kline (GSK), Nashik, India.
Position: QA/QC Civil Engineer.

Project Summary:
Glaxo Smith Kline (GSK) is British multinational pharmaceutical Company in India. USD 150 million Building project of GSK.
The Project involving in Medicine Manufacturing plant, Effluent Treatment plant
(ETP), Effluent Drain line and storm water line.

Duties & Responsibilities:

â¢	All site inspection shall be carried out vise an official Inspection and Test Request
(ITR) submitted by the Contractor through the proper channels
â¢	Develop method statement for the activity including risk assessment and job safety
environmental analysis and Inspection Test Plan and",0
3905392506,57,certified nursing assistant (cna),"Duluth, MN - Cloquet, MN

Work when you want, Where you want! Make your own schedule. Excellent pay and benefits available!

Be a part of something bigger and join our team! Interim HealthCare of Lake Superior Staffing is a locally owned franchise that has been making a difference in the Duluth community for over 28 years. If you are a CNA who is passionate about making a difference in the lives of seniors, you may be exactly who we are looking for. CNA's make life brighter for the patients they serve- let us make your career just as rewarding. Apply online today to learn more about the opportunities we have for you!

Our Certified Nursing Assistants Enjoy Some Excellent Benefits

Earn $25 - $27 an HourWeekly PayrollQuarterly Bonus Program up to $250 Star Bonus Program NO MANDATESAll Shifts Available Night and Weekend Shift DifferentialsHazard PayChoose the shifts you workAssignments to fit your needsFull TimePart TimeCasualPaid Time OffHoliday Pay401(k) With Match Health & Dental Plan",civil engineer,"Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University
QA/QC Civil Engineer 

QA/QC Civil Engineer
Skill Details 
Company Details 
company - Ray Engineering Limited
description - Mumbai, India.
Consultancy: Jacobs Engineering India Limits. (United States Company)
Client: Glaxo Smith Kline (GSK), Nashik, India.
Position: QA/QC Civil Engineer.

Project Summary:
Glaxo Smith Kline (GSK) is British multinational pharmaceutical Company in India. USD 150 million Building project of GSK.
The Project involving in Medicine Manufacturing plant, Effluent Treatment plant
(ETP), Effluent Drain line and storm water line.

Duties & Responsibilities:

â¢	All site inspection shall be carried out vise an official Inspection and Test Request
(ITR) submitted by the Contractor through the proper channels
â¢	Develop method statement for the activity including risk assessment and job safety
environmental analysis and Inspection Test Plan and",0
3905394682,57,"lead software development engineer, developer platform team - golang (remote)","Your opportunity
If you are driven by innovation, passionate about technical excellence, and ready to collaborate with a team of exceptional engineers, apply now for this position at New Relic. Let's embark on an exciting journey of innovation and technical advancements together!

At New Relic, we provide businesses with a state-of-the-art observability platform, leveraging advanced technologies to deliver real-time insights into the performance of software applications and infrastructure. As a company at the forefront of the industry, we enable organizations to monitor, analyze, and optimize their systems to achieve enhanced reliability, performance, and user experience. Join us in our mission to revolutionize observability and empower businesses in today's dynamic digital landscape.

What you'll do

Lead and build a scalable developer platform with DevSecOps capabilities to assist engineering teams in developing and deploying secure software.Partner with Product Managers, Engineering",civil engineer,"Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University
QA/QC Civil Engineer 

QA/QC Civil Engineer
Skill Details 
Company Details 
company - Ray Engineering Limited
description - Mumbai, India.
Consultancy: Jacobs Engineering India Limits. (United States Company)
Client: Glaxo Smith Kline (GSK), Nashik, India.
Position: QA/QC Civil Engineer.

Project Summary:
Glaxo Smith Kline (GSK) is British multinational pharmaceutical Company in India. USD 150 million Building project of GSK.
The Project involving in Medicine Manufacturing plant, Effluent Treatment plant
(ETP), Effluent Drain line and storm water line.

Duties & Responsibilities:

â¢	All site inspection shall be carried out vise an official Inspection and Test Request
(ITR) submitted by the Contractor through the proper channels
â¢	Develop method statement for the activity including risk assessment and job safety
environmental analysis and Inspection Test Plan and",0
3906234416,98,cadete - comidas y bebidas,"Organization- Chicago Athletic Association

Resumen

En Hyatt, consideramos que nuestros huéspedes nos eligen gracias a la labor de nuestros empleados, atentos y amables, que se enfocan en brindar hotelería auténtica y experiencias significativas a cada huésped. Hyatt es un lugar donde las altas expectativas no solo se cumplen, se superan. Es un lugar de gratificaciones sobresalientes, donde el talento abre puertas a fantásticos desafíos en la industria de la hotelería.

El Cadete de comidas tiene como responsabilidad principal asistir en el servicio de comidas. Esta persona debe tener buenas habilidades de comunicación, así como la capacidad de levantar, empujar y tirar de cargas moderadas. Este es un puesto que requiere celeridad y un contacto continuo con el cliente.

Los empleados de Hyatt trabajan en un entorno que demanda un desempeño excepcional, pero que además ofrece grandes recompensas. Hyatt tiene la mejor oferta en empleos de servicio en restaurante: Ya sea que busque oport",electrical engineering,"Education Details 
July 2016 to May 2019 BE Electrical And Electronics Engineering Bhopal, Madhya Pradesh RGPV
July 2012 to May 2015 Diploma in Electrical Electrical Engineering Bhopal, Madhya Pradesh Rgpv university Bhopal
 Matric   GHS BHULI
Electrical Engineering 


Skill Details 
Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation- Exprience - Less than 1 year monthsCompany Details 
company - Enigma Business Advisor
description - Solar Energy 
1. Solar power plant Installation
2. Maintenance 

Transmission and Distribution Line 
1.  Installation",0
3891287924,98,"branch manager - lower midtown, new york, ny","Job Description

We have an obsession for taking care of our customers and employees and making them feel welcomed and valued through building lasting relationships, doing the right thing, exceeding expectations, and having a strong commitment to diversity and inclusion. Using the latest banking solutions, combined with cutting-edge financial technology and the most welcoming and friendly service, you’ll be front and center representing our brand and culture. You will have the opportunity to help people experience our Customer Promise -- helping people make the most of their money so they can make the most of their lives by providing education and advice tailored to suit their financial needs.

As a Branch Manager in Branch Banking, you will ensure the branch will meet and exceed customer expectations and will create a customer-obsessed culture in the branch. You will direct all aspects of branch operations, grow the deposits and investments of the branch, and coach bankers and associa",electrical engineering,"Education Details 
July 2016 to May 2019 BE Electrical And Electronics Engineering Bhopal, Madhya Pradesh RGPV
July 2012 to May 2015 Diploma in Electrical Electrical Engineering Bhopal, Madhya Pradesh Rgpv university Bhopal
 Matric   GHS BHULI
Electrical Engineering 


Skill Details 
Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation- Exprience - Less than 1 year monthsCompany Details 
company - Enigma Business Advisor
description - Solar Energy 
1. Solar power plant Installation
2. Maintenance 

Transmission and Distribution Line 
1.  Installation",0
3905832695,98,thermal engineer - lljp00001445,"3+ Year ContractLexington, MAJob Description:

Significant experience with developing thermal architectures for space based systems, including a background with modeling and simulation of the space environment, orbital analysis, as well as hardware characterization testing is desired. The successful candidate will be part of an interdisciplinary engineering team contributing to the development of operational prototype hardware, spanning the full program life cycle from concept development to on-orbit test. The position may require special security clearances and travel to meetings and field sites.

Leads thermal design efforts and architecture definition for satellites and space-based payloads. Conducts thermal analysis using finite difference / finite element models, and plans and executes thermal tests to support model correlation and requirements verification. Specific analyses to include thermal radiator sizing and placement, architectures for cooling high powered components, track",electrical engineering,"Education Details 
July 2016 to May 2019 BE Electrical And Electronics Engineering Bhopal, Madhya Pradesh RGPV
July 2012 to May 2015 Diploma in Electrical Electrical Engineering Bhopal, Madhya Pradesh Rgpv university Bhopal
 Matric   GHS BHULI
Electrical Engineering 


Skill Details 
Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation- Exprience - Less than 1 year monthsCompany Details 
company - Enigma Business Advisor
description - Solar Energy 
1. Solar power plant Installation
2. Maintenance 

Transmission and Distribution Line 
1.  Installation",0
3904388215,30,community manager - arbor lake,"Dominium is helping tackle the affordable housing crisis – and we’re looking for motivated candidates to join our team and help further our mission. With offices in Minneapolis, Atlanta, Dallas and Phoenix, Dominium is one of the nation’s most respected and innovative affordable housing development and management companies. We create quality, affordable homes and engage with our residents daily to create a strong sense of community and connectivity.

Join us in making a difference in people’s lives every day at a company where you can challenge yourself to develop both personally and professionally.

We are currently seeking a Community Manager to join our team at Arbor Lake, a 250 unit apartment community in Covington, GA.

$1,500 sign on bonus included!

Subject to change; restrictions apply

Position Summary

As a Community Manager, you will be responsible for the daily operations of the property.

Responsibilities

Maintain stable occupancy and meet budgeted financial goalsBuild st",advocate,"â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company - The vidishtra
description - ",0
3889414167,30,clinical research assistant,"We are seeking a clinical research assistant to join a dynamic team working to implement genomic medicine to improve neonatal and infant health. Under immediate supervision, the CRA will coordinate the activities of daily operations of our clinical research studies via direct interaction with team members as well as families in the neonatal intensive care unit or throughout the hospital. The CRA will be responsible for the screening, consenting, recruitment, and selection of patients. They will also prepare IRB documentation and submissions in conjunction with the Principal Investigator and/or other members of the research team. They will also conduct data collection activities and prepare analytical reports regarding results of studies, as well as assist with manuscript preparation.

The Clinical Research Assistant

Consents and recruits patients for research studies through personal interviews and written communications with patients/families. Provides detailed background information",advocate,"â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company - The vidishtra
description - ",0
3887478665,30,supplier development engineer,"Job IntroductionWant to work together, with Manufacturing and Suppliers, to solve problems, elevate teams and grow the business? Are you good managing projects, reviewing parts and processes and troubleshooting to find solutions? This is likely a job you would enjoy!The Supplier Development Engineer is part of a resouce team responsible for working with our supplier base to help them confirm deliverables and have a repeatable process that ensures a quality product at a competitive price. 
 ResponsibilityA few of the main responsibilities include:Responsible for communicating the Technical Requirements including applications knowledge, design intent, manufacturing guidance and the established HydraForce quality requirements to the supply base.Optimize part performance and the manufacturing processes, seeking to engineer out redundancies in the supply base manufacturing processes, eliminating waste while optimizing part to part interaction and process capability.Work with the supply base",advocate,"â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company - The vidishtra
description - ",0
3894555672,105,project engineer,"Job Type

Full-time

Description

Job Summary: At Kadean, Project Engineers play a vital role in supporting our Project Managers in successfully managing construction projects. As a PE you are expected to be hands-on in various aspects of the construction process including bidding, budgeting, scheduling, subcontractor management, and documentation. You will work closely with our team to ensure projects are completed on time, within budget, and to the highest standards of quality.

Requirements

Key Responsibilities:

 Communication and Documentation Oversee construction documents, ensuring all team members have the most current set of documents, including addenda[SF1] [KB2] , ASIs, and approved proposal requests. Record and issue meeting notes from all project meetings to attendees and relevant parties, ensuring clear communication and accountability. Read and understand Kadean’s subcontract conditions and the prime contract between Kadean and the Client. Maintain a change order log pr",python developer,"Education Details 
June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms
June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre
Python Developer 


Skill Details 
Company Details 
company - Cybage Software Pvt. Ltd
description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.",0
3898152964,105,freight manager,"We are seeking a skilled Freight Shipping Manager to join our client in Lexington.
The ideal candidate will have extensive experience in managing 3PL freight shipping operations, particularly in contacting carriers and coordinating shipments for multiple retail clients.
Responsibilities: 
Coordinate freight shipping activities for multiple retail clients, ensuring timely and cost-effective delivery of goods.Contact carriers to negotiate shipping rates and secure transportation for shipments.Develop and maintain relationships with carriers to ensure reliable service.Analyze shipping routes and negotiate competitive rates to optimize efficiency and minimize costs.Collaborate with internal teams to coordinate shipping schedules and meet client requirements.Track shipments and monitor delivery status to ensure on-time delivery.Resolve any issues or discrepancies related to shipping activities.Stay updated on industry trends and regulations to ensure compliance with shipping standards.Manag",python developer,"Education Details 
June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms
June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre
Python Developer 


Skill Details 
Company Details 
company - Cybage Software Pvt. Ltd
description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.",0
3901977648,83,sales representative,"Requirements

 Description & Requirements 

WestRock (NYSE :WRK) is a global leader in sustainable paper and packaging solutions. We are materials scientists, packaging designers, mechanical engineers and manufacturing experts with a shared purpose: Innovate Boldly. Package Sustainably. Guided by our values of integrity, respect, accountability and excellence, we use leading science and technology to more fiber-based packaging forward.

 Opportunity Summary:  As a Sales Representative, your role is to successfully manage existing customer accounts and establish new opportunities to achieve annual sales objectives. Additional responsibilities include efficiently managing current customer relationships, prospecting, and engaging new customers, partnering with management to complete budget planning, and supporting cross-functional teams to ensure sales strategy execution.

How You Will Impact WestRock

 Thoroughly understand the industry and target customers to qualify opportunities in al",sap developer,"Competencies: SAP Business Intelligence Version SAP BO 4.2 BO Tools Design Studio, IDT, Webi, UDT, CMC activities Backend DB HANA, BW, Bex Queries, SQLEducation Details 

SAP BO Developer and SAP HANA Developer 

SAP BO Developer - Credit Suisse
Skill Details 
Sap Bi- Exprience - 72 months
CMC- Exprience - 72 months
HANA- Exprience - 36 months
BUSINESS INTELLIGENCE- Exprience - 72 months
SQL- Exprience - 72 months
SAP BO- Exprience - 72 monthsCompany Details 
company - Accenture
description - Company Accenture, Pune
Environment SAP BO 4.2, IDT, HANA views
Role SAP BO Developer and HANA developer

Description:
This Project aims to provide reporting solution for Swiss business users.The universe supports analyzing customer funds purchase order patterns and order lifecycle reporting.
The purpose of reports is to provide an end-to-end view of the entire sales order transaction, and to track the investment orders in various funds, including the status of orders, order typ",0
3889712351,163,"senior director, talent acquisition solutions (leading global pharmaceutical co.)","Our client, one of the most highly regarded pharmaceutical/life sciences companies in the world is on the hunt for a visionary Senior Director, Talent Solutions to spearhead their talent acquisition strategy into a new era. 

This role is for the innovators, the change-makers, and those with a keen eye for the fusion of technology and human potential.

The position is a unique blend of art and science, requiring a deep understanding of the latest technology, practices, and systems that fuel the Talent Acquisition process to perform extraordinarily. 

The right candidate will be the driver in our efforts to not only identify and implement cutting-edge talent solutions but also to weave these innovations seamlessly into our organizational fabric, ensuring agility, efficiency, and effectiveness in our talent strategies.


Core Responsibilities:Innovative Talent Program Design: Craft and launch global talent acquisition strategies, marrying sourcing tactics with recruitment marketing and a",testing,"â Willingness to accept the challenges. â Positive thinking. â Good learner. â Team Player. DECLARATION: I hereby declare that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars. Date: / / Name: Dongare Mandakini Murlidhar Signature: Education Details 
June 2015 Electronics and Telecommunication Engineering  Kolhapur, Maharashtra Shivaji University
June 2012  Education  Secondary and Higher Secondary
 B.E. Electronics and Telecommunication  Jaywant College of Engineering and Management
Testing Engineer 

Electronics Engineer - Abacus Electronics Pvt Ltd
Skill Details 
Language - C, C++- Exprience - Less than 1 year months
Operating Systems- Windows 7-8/NT/XP- Exprience - Less than 1 year monthsCompany Details 
company - Abacus Electronics Pvt Ltd
description - Duties:
â Perform electronic system testing for acceptance, compliance, warranty and other types.
â Develop ",0
3901677586,163,accounts receivable manager,"Accounts Receivable Manager - A Stellar Career Move!
Unleash Your Potential! Are you ready to join an organization on an exciting upward trajectory? Here’s an amazing opportunity to step into a role that promises not only a path of accelerated growth but also fantastic benefits. We're looking for a dynamic Accounts Receivable Manager to lead our team. Dive into a role where your expertise will drive significant outcomes and your strategic vision will be crucial in steering our financial future. If you're geared for a challenge and thrive in a vibrant, entrepreneurial environment, this is your chance to make a mark!
Responsibilities:Oversee and refine billing and collections processes.Implement quality assurance for all processes and ensure timely, accurate invoicing.Partner with sales and operations teams to ensure financial activities align with corporate strategies.Lead monthly and quarterly financial reporting, ensuring compliance with GAAP.Manage credit risk, authorize credit limit",testing,"â Willingness to accept the challenges. â Positive thinking. â Good learner. â Team Player. DECLARATION: I hereby declare that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars. Date: / / Name: Dongare Mandakini Murlidhar Signature: Education Details 
June 2015 Electronics and Telecommunication Engineering  Kolhapur, Maharashtra Shivaji University
June 2012  Education  Secondary and Higher Secondary
 B.E. Electronics and Telecommunication  Jaywant College of Engineering and Management
Testing Engineer 

Electronics Engineer - Abacus Electronics Pvt Ltd
Skill Details 
Language - C, C++- Exprience - Less than 1 year months
Operating Systems- Windows 7-8/NT/XP- Exprience - Less than 1 year monthsCompany Details 
company - Abacus Electronics Pvt Ltd
description - Duties:
â Perform electronic system testing for acceptance, compliance, warranty and other types.
â Develop ",0
3899525619,163,sales executive (freight forwarding),"Who We Are: Mohawk Global is a 300+ person team of logistics and trade specialists dedicated to fulfilling the supply chain needs of our customers with a strong emphasis on customs brokerage, domestic and international transportation, trade compliance, education, and consulting. Our business practices are driven and exhibited daily by our three core values: to ENRICH purposefully, to CARE personally and to DELIVER professionally.
We pride ourselves in being a highly employee-centric organization that truly puts our people (and customers) first! At Mohawk, these aren’t just words, they are demonstrable values that we put into action by our behaviors each day. We have been certified as a “Great Place To Work” for the past ten years!
Position Summary:Mohawk Global is currently seeking a Sales Executive, with an innate passion for sales and forging long-standing partnerships, to expand our international freight forwarding business, through the procurement of new clients in the Ohio and Mic",testing,"â Willingness to accept the challenges. â Positive thinking. â Good learner. â Team Player. DECLARATION: I hereby declare that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars. Date: / / Name: Dongare Mandakini Murlidhar Signature: Education Details 
June 2015 Electronics and Telecommunication Engineering  Kolhapur, Maharashtra Shivaji University
June 2012  Education  Secondary and Higher Secondary
 B.E. Electronics and Telecommunication  Jaywant College of Engineering and Management
Testing Engineer 

Electronics Engineer - Abacus Electronics Pvt Ltd
Skill Details 
Language - C, C++- Exprience - Less than 1 year months
Operating Systems- Windows 7-8/NT/XP- Exprience - Less than 1 year monthsCompany Details 
company - Abacus Electronics Pvt Ltd
description - Duties:
â Perform electronic system testing for acceptance, compliance, warranty and other types.
â Develop ",0
3906260144,109,operations manager,"Overview/Summary:Join a dynamic and innovative company at the forefront of manufacturing excellence! We are seeking a highly skilled and experienced Operations Manager. In this role, you will direct and manage all build, fabrication, and facility functions, ensuring exceptional customer satisfaction and driving continuous improvement across our operations. Be part of a team that values employee development, fosters a performance-driven culture, and delivers cutting-edge solutions to our valued customers.
Job Responsibilities:Facilitate Individual Development Plans for direct reports and operational departments, with a minimum standard of documented interactions per direct report per fiscal year.Meet or exceed approved fiscal plan targets for on-time delivery, first-pass yield, turnover, and internal fill rates.Drive the development and implementation of the company's business model, delivering measurable results.Ensure compliance with company policies, health and safety regulations, IS",python developer,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details 
January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai
Python Developer/analyst 

python developer and data analyst
Skill Details 
python scripting,programming,developing- Exprience - 12 months
frontend  ,html- Exprience - 12 months
python liabrary, numpy,pandas,matplolib,requests,beautiful soap- Exprience - 12 months
mysql- Exprience - 12 months
django- Exprience - 12 months
web scrapping- Exprience - Less than 1 year monthsCompany Details 
company - Ace The Power of 5
description - The Accountabilities:

â Understanding the functional requirements of the application given by the client.

â Participated in walkthroughs of business requirements, functional requirements and technical design to ensure their testability.

â Responsible for Softw",0
3884818969,109,project coordinator,"ABOUT YOU

Are you extremely organized? Do you take a proactive approach to solving problems? Do you act with integrity and hold yourself to the highest standard? If the answer is, ""Yes!"" then we have an opportunity that will excite you. Who are we? We are ARCO, a Family of Construction Companies.

ARCO/Murray National Construction is currently looking for a detail-oriented, self-reliant Project Coordinator to join our Power Solutions team in Downers Grove. At ARCO, you'll have the opportunity to improve project performance, set up processes and drive your own success from day one!

WHAT WE CAN OFFER YOU

We are dedicated to the well-being of our associates and are proud to be consistently recognized as a Best Place to Work. Our compensation and benefits package not only supports our associates and their families but benefits local communities and communities around the world.

Industry-leading performance-based bonus programEmployee Stock Ownership Plan (ESOP)Traditional and Roth 401k",python developer,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details 
January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai
Python Developer/analyst 

python developer and data analyst
Skill Details 
python scripting,programming,developing- Exprience - 12 months
frontend  ,html- Exprience - 12 months
python liabrary, numpy,pandas,matplolib,requests,beautiful soap- Exprience - 12 months
mysql- Exprience - 12 months
django- Exprience - 12 months
web scrapping- Exprience - Less than 1 year monthsCompany Details 
company - Ace The Power of 5
description - The Accountabilities:

â Understanding the functional requirements of the application given by the client.

â Participated in walkthroughs of business requirements, functional requirements and technical design to ensure their testability.

â Responsible for Softw",0
3904419332,20,"hematology clinical account specialist - long island, ny","Company Description

AbbVie's mission is to discover and deliver innovative medicines and solutions that solve serious health issues today and address the medical challenges of tomorrow. We strive to have a remarkable impact on people's lives across several key therapeutic areas – immunology, oncology, neuroscience, and eye care – and products and services in our Allergan Aesthetics portfolio. For more information about AbbVie, please visit us at www.abbvie.com. Follow @abbvie on Twitter, Facebook, Instagram, YouTube and LinkedIn.

Job Description

This role will cover: Queens, Suffolk County, and Nassau County

This role is field-based and candidates should live within a reasonable distance from the primary city.

Reporting into the Division Manager, the Hematology Clinical Account Specialist (HCAS), will build and implement territory business plans that align with overall brand objectives and business goals. The Hematology Clinical Account Specialist, must demonstrate clear and thoro",hr,"SOFTWARE SKILLS: â¢ General Computer Proficiency â¢ Program Langages known C, C+, Java, Web Programming â¢ Tools & Software know MATLAB. DBMS KEY STRENGTHS: â¢ Posse's Good communication and analytic skills. â¢ Positive thinking. Sincere, Hard work, Honesty, Responsibility. â¢ Enthusiastic to learn new skills & take up new tasks. â¢ Self - motivated. â¢ Ready to accept challenges Education Details 
January 2014 to January 2017 BE in computer science and engineering computer science engineering  Adichunchanagiri institute of technology chikmagalur
HR 


Skill Details 
DATABASE MANAGEMENT SYSTEM- Exprience - 6 months
DBMS- Exprience - 6 months
JAVA- Exprience - 6 months
MATLAB- Exprience - 6 monthsCompany Details 
company - Yours Truly
description - Jayashree H .K)",0
3903477476,20,dermatologist,"Our client is seeking a skilled and passionate Dermatologist to join their team of dedicated healthcare professionals. The successful candidate will provide expert dermatological care to patients, diagnose and treat a variety of skin conditions, and contribute to the overall well-being and satisfaction of their patient population.Responsibilities:Conduct thorough examinations of patients to diagnose various skin conditions, disorders, and diseases.Utilize diagnostic tools and tests, such as biopsies, to accurately diagnose skin conditions.Develop and implement individualized treatment plans for patients, including medical, surgical, and cosmetic interventions.Perform surgical procedures, such as excisions, laser treatments, and cosmetic procedures as required.Conduct routine skin cancer screenings and assessments.Manage and treat skin cancer cases, coordinating with oncologists and other specialists when necessary.Educate patients on proper skincare, preventive measures, and lifestyle ",hr,"SOFTWARE SKILLS: â¢ General Computer Proficiency â¢ Program Langages known C, C+, Java, Web Programming â¢ Tools & Software know MATLAB. DBMS KEY STRENGTHS: â¢ Posse's Good communication and analytic skills. â¢ Positive thinking. Sincere, Hard work, Honesty, Responsibility. â¢ Enthusiastic to learn new skills & take up new tasks. â¢ Self - motivated. â¢ Ready to accept challenges Education Details 
January 2014 to January 2017 BE in computer science and engineering computer science engineering  Adichunchanagiri institute of technology chikmagalur
HR 


Skill Details 
DATABASE MANAGEMENT SYSTEM- Exprience - 6 months
DBMS- Exprience - 6 months
JAVA- Exprience - 6 months
MATLAB- Exprience - 6 monthsCompany Details 
company - Yours Truly
description - Jayashree H .K)",0
3901982568,20,software engineer/sr. software engineer,"Software Engineer/Sr. Software Engineer Location: Torrance, CaliforniaEmployment Type: Full-timeUS citizenship is required Position Responsibilities:· Develop, document, and maintain architectures, requirements, algorithms, interfaces, and designs for hardware systems.· Work with programming in C or C++ and have hardware, circuit analysis, microelectronics, computer architecture, and real-time operating systems expertise. · Develop firmware/software verification plans, test procedures, and test environments, execute the test procedures, and document test results to ensure software system requirements are met.· Serve as a subject matter expert for the control software domain, related industry standards, system-specific issues, processes, and regulations.Basic (Required) Qualifications:· Bachelor’s or Master’s degree from an accredited course of study in Electrical Engineering, Software Engineering, Computer Science, or other technical degree· 5 or more years of experience working with G",hr,"SOFTWARE SKILLS: â¢ General Computer Proficiency â¢ Program Langages known C, C+, Java, Web Programming â¢ Tools & Software know MATLAB. DBMS KEY STRENGTHS: â¢ Posse's Good communication and analytic skills. â¢ Positive thinking. Sincere, Hard work, Honesty, Responsibility. â¢ Enthusiastic to learn new skills & take up new tasks. â¢ Self - motivated. â¢ Ready to accept challenges Education Details 
January 2014 to January 2017 BE in computer science and engineering computer science engineering  Adichunchanagiri institute of technology chikmagalur
HR 


Skill Details 
DATABASE MANAGEMENT SYSTEM- Exprience - 6 months
DBMS- Exprience - 6 months
JAVA- Exprience - 6 months
MATLAB- Exprience - 6 monthsCompany Details 
company - Yours Truly
description - Jayashree H .K)",0
